AATS3s,AATS3m,MATS2dv,GATS1c,SIC3,BDE,T,log10(k)
1.8,6.561576,-0.5,1.3779050309999998,0.763230027,85.72100355,900.0,-11.304638946245019
1.8,6.561576,-0.5,1.3779050309999998,0.763230027,85.72100355,905.0,-11.300227639483136
1.8,6.561576,-0.5,1.3779050309999998,0.763230027,85.72100355,910.0,-11.295838441265518
1.8,6.561576,-0.5,1.3779050309999998,0.763230027,85.72100355,915.0,-11.291471133242366
1.8,6.561576,-0.5,1.3779050309999998,0.763230027,85.72100355,920.0,-11.287125500244455
1.8,6.561576,-0.5,1.3779050309999998,0.763230027,85.72100355,925.0,-11.282801330222556
1.8,6.561576,-0.5,1.3779050309999998,0.763230027,85.72100355,930.0,-11.278498414188292
1.8,6.561576,-0.5,1.3779050309999998,0.763230027,85.72100355,935.0,-11.274216546156339
1.8,6.561576,-0.5,1.3779050309999998,0.763230027,85.72100355,940.0,-11.269955523087985
1.8,6.561576,-0.5,1.3779050309999998,0.763230027,85.72100355,945.0,-11.265715144835966
1.8,6.561576,-0.5,1.3779050309999998,0.763230027,85.72100355,950.0,-11.261495214090566
1.8,6.561576,-0.5,1.3779050309999998,0.763230027,85.72100355,955.0,-11.25729553632696
1.8,6.561576,-0.5,1.3779050309999998,0.763230027,85.72100355,960.0,-11.253115919753736
1.8,6.561576,-0.5,1.3779050309999998,0.763230027,85.72100355,965.0,-11.248956175262583
1.8,6.561576,-0.5,1.3779050309999998,0.763230027,85.72100355,970.0,-11.244816116379127
1.8,6.561576,-0.5,1.3779050309999998,0.763230027,85.72100355,975.0,-11.240695559214846
1.8,6.561576,-0.5,1.3779050309999998,0.763230027,85.72100355,980.0,-11.236594322420089
1.8,6.561576,-0.5,1.3779050309999998,0.763230027,85.72100355,985.0,-11.232512227138107
1.8,6.561576,-0.5,1.3779050309999998,0.763230027,85.72100355,990.0,-11.228449096960139
1.8,6.561576,-0.5,1.3779050309999998,0.763230027,85.72100355,995.0,-11.224404757881455
1.8,6.561576,-0.5,1.3779050309999998,0.763230027,85.72100355,1000.0,-11.220379038258395
1.8,6.561576,-0.5,1.3779050309999998,0.763230027,85.72100355,1005.0,-11.216371768766338
1.8,6.561576,-0.5,1.3779050309999998,0.763230027,85.72100355,1010.0,-11.212382782358581
1.8,6.561576,-0.5,1.3779050309999998,0.763230027,85.72100355,1015.0,-11.208411914226128
1.8,6.561576,-0.5,1.3779050309999998,0.763230027,85.72100355,1020.0,-11.204459001758336
1.8,6.561576,-0.5,1.3779050309999998,0.763230027,85.72100355,1025.0,-11.200523884504424
1.8,6.561576,-0.5,1.3779050309999998,0.763230027,85.72100355,1030.0,-11.196606404135794
1.8,6.561576,-0.5,1.3779050309999998,0.763230027,85.72100355,1035.0,-11.19270640440918
1.8,6.561576,-0.5,1.3779050309999998,0.763230027,85.72100355,1040.0,-11.188823731130547
1.8,6.561576,-0.5,1.3779050309999998,0.763230027,85.72100355,1045.0,-11.184958232119813
1.8,6.561576,-0.5,1.3779050309999998,0.763230027,85.72100355,1050.0,-11.181109757176259
1.8,6.561576,-0.5,1.3779050309999998,0.763230027,85.72100355,1055.0,-11.177278158044707
1.8,6.561576,-0.5,1.3779050309999998,0.763230027,85.72100355,1060.0,-11.173463288382395
1.8,6.561576,-0.5,1.3779050309999998,0.763230027,85.72100355,1065.0,-11.16966500372655
1.8,6.561576,-0.5,1.3779050309999998,0.763230027,85.72100355,1070.0,-11.165883161462629
1.8,6.561576,-0.5,1.3779050309999998,0.763230027,85.72100355,1075.0,-11.162117620793232
1.8,6.561576,-0.5,1.3779050309999998,0.763230027,85.72100355,1080.0,-11.158368242707647
