AATS3s,AATS3m,MATS2dv,GATS1c,SIC3,BDE,T,log10(k)
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1380.0,-10.94357294
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1385.0,-10.93962432
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1390.0,-10.93569002
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1395.0,-10.93176994
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1400.0,-10.92786398
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1405.0,-10.92397204
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1410.0,-10.92009402
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1415.0,-10.91622981
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1420.0,-10.91237932
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1425.0,-10.90854246
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1430.0,-10.90471913
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1435.0,-10.90090922
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1440.0,-10.89711266
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1445.0,-10.89332933
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1450.0,-10.88955916
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1455.0,-10.88580206
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1460.0,-10.88205792
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1465.0,-10.87832667
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1470.0,-10.87460821
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1475.0,-10.87090245
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1480.0,-10.86720932
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1485.0,-10.86352872
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1490.0,-10.85986057
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1495.0,-10.85620478
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1500.0,-10.85256128
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1505.0,-10.84892998
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1510.0,-10.84531079
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1515.0,-10.84170365
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1520.0,-10.83810846
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1525.0,-10.83452515
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1530.0,-10.83095364
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1535.0,-10.82739386
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1540.0,-10.82384572
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1545.0,-10.82030915
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1550.0,-10.81678408
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1555.0,-10.81327043
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1560.0,-10.80976813
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1565.0,-10.806277099999999
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1570.0,-10.80279727
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1575.0,-10.79932858
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1580.0,-10.79587094
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1585.0,-10.79242429
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1590.0,-10.78898856
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1595.0,-10.78556368
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1600.0,-10.78214959
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1605.0,-10.7787462
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1610.0,-10.77535347
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1615.0,-10.77197132
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1620.0,-10.76859968
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1625.0,-10.76523849
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1630.0,-10.76188769
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1635.0,-10.75854721
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1640.0,-10.75521698
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1645.0,-10.75189695
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1650.0,-10.74858706
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1655.0,-10.74528724
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1660.0,-10.74199742
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1665.0,-10.73871756
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1670.0,-10.73544758
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1675.0,-10.73218744
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1680.0,-10.72893707
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1685.0,-10.72569641
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1690.0,-10.7224654
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1695.0,-10.719244
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1700.0,-10.71603213
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1705.0,-10.71282975
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1710.0,-10.7096368
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1715.0,-10.70645322
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1720.0,-10.70327896
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1725.0,-10.70011396
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1730.0,-10.69695817
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1735.0,-10.69381154
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1740.0,-10.69067402
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1745.0,-10.68754554
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1750.0,-10.68442606
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1755.0,-10.68131554
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1760.0,-10.678213900000001
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1765.0,-10.67512112
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1770.0,-10.67203713
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1775.0,-10.66896188
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1780.0,-10.66589533
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1785.0,-10.66283742
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1790.0,-10.65978812
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1795.0,-10.65674736
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1800.0,-10.65371511
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1805.0,-10.65069131
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1810.0,-10.64767592
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1815.0,-10.64466889
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1820.0,-10.64167018
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1825.0,-10.63867973
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1830.0,-10.63569751
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1835.0,-10.63272347
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1840.0,-10.62975756
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1845.0,-10.62679974
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1850.0,-10.62384996
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1855.0,-10.62090819
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1860.0,-10.61797438
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1865.0,-10.61504848
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1870.0,-10.61213045
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1875.0,-10.60922026
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1880.0,-10.60631785
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1885.0,-10.60342319
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1890.0,-10.60053624
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1895.0,-10.59765695
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1900.0,-10.59478528
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1905.0,-10.5919212
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1910.0,-10.58906467
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1915.0,-10.58621564
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1920.0,-10.58337407
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1925.0,-10.58053993
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1930.0,-10.57771318
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1935.0,-10.57489377
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1940.0,-10.57208168
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1945.0,-10.56927686
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1950.0,-10.56647928
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1955.0,-10.56368889
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1960.0,-10.56090567
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1965.0,-10.55812957
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1970.0,-10.55536056
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1975.0,-10.5525986
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1980.0,-10.54984366
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1985.0,-10.5470957
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1990.0,-10.54435468
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,1995.0,-10.54162058
2.06,20.01780488,-0.36637931,1.3896769690000002,0.769470978,86.79573993,2000.0,-10.53889335
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,700.0,-11.42783078
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,705.0,-11.42288605
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,710.0,-11.41795281
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,715.0,-11.41303121
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,720.0,-11.40812141
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,725.0,-11.40322356
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,730.0,-11.398337800000002
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,735.0,-11.39346425
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,740.0,-11.38860303
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,745.0,-11.38375425
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,750.0,-11.37891801
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,755.0,-11.37409442
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,760.0,-11.36928356
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,765.0,-11.36448551
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,770.0,-11.35970035
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,775.0,-11.35492814
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,780.0,-11.35016895
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,785.0,-11.34542285
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,790.0,-11.34068987
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,795.0,-11.33597007
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,800.0,-11.331263499999999
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,805.0,-11.32657018
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,810.0,-11.32189016
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,815.0,-11.31722345
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,820.0,-11.3125701
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,825.0,-11.30793011
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,830.0,-11.30330351
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,835.0,-11.29869031
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,840.0,-11.29409053
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,845.0,-11.28950416
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,850.0,-11.28493121
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,855.0,-11.28037169
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,860.0,-11.27582559
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,865.0,-11.27129291
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,870.0,-11.26677364
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,875.0,-11.26226778
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,880.0,-11.25777531
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,885.0,-11.25329623
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,890.0,-11.248830499999999
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,895.0,-11.24437812
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,900.0,-11.23993907
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,905.0,-11.23551333
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,910.0,-11.23110087
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,915.0,-11.22670166
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,920.0,-11.22231569
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,925.0,-11.21794293
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,930.0,-11.21358334
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,935.0,-11.20923689
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,940.0,-11.20490356
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,945.0,-11.20058331
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,950.0,-11.19627611
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,955.0,-11.19198192
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,960.0,-11.1877007
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,965.0,-11.18343243
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,970.0,-11.17917705
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,975.0,-11.17493453
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,980.0,-11.17070484
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,985.0,-11.16648792
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,990.0,-11.16228375
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,995.0,-11.15809227
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1000.0,-11.15391345
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1005.0,-11.14974724
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1010.0,-11.1455936
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1015.0,-11.14145248
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1020.0,-11.13732384
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1025.0,-11.13320763
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1030.0,-11.12910381
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1035.0,-11.12501233
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1040.0,-11.12093314
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1045.0,-11.11686621
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1050.0,-11.11281147
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1055.0,-11.10876888
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1060.0,-11.10473839
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1065.0,-11.10071996
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1070.0,-11.09671354
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1075.0,-11.09271908
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1080.0,-11.08873653
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1085.0,-11.08476583
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1090.0,-11.08080695
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1095.0,-11.07685983
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1100.0,-11.07292442
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1105.0,-11.06900068
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1110.0,-11.06508854
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1115.0,-11.06118797
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1120.0,-11.05729892
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1125.0,-11.05342132
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1130.0,-11.04955514
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1135.0,-11.04570033
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1140.0,-11.04185683
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1145.0,-11.03802459
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1150.0,-11.03420356
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1155.0,-11.0303937
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1160.0,-11.02659495
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1165.0,-11.02280727
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1170.0,-11.019030599999999
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1175.0,-11.0152649
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1180.0,-11.01151011
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1185.0,-11.00776618
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1190.0,-11.00403307
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1195.0,-11.00031073
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1200.0,-10.9965991
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1205.0,-10.99289815
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1210.0,-10.98920781
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1215.0,-10.98552804
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1220.0,-10.98185879
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1225.0,-10.97820002
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1230.0,-10.97455167
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1235.0,-10.97091369
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1240.0,-10.96728605
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1245.0,-10.96366868
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1250.0,-10.96006154
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1255.0,-10.95646459
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1260.0,-10.95287777
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1265.0,-10.94930104
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1270.0,-10.94573436
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1275.0,-10.94217767
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1280.0,-10.93863092
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1285.0,-10.93509408
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1290.0,-10.93156709
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1295.0,-10.92804991
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1300.0,-10.92454249
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1305.0,-10.92104478
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1310.0,-10.91755675
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1315.0,-10.91407834
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1320.0,-10.91060951
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1325.0,-10.90715021
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1330.0,-10.9037004
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1335.0,-10.90026004
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1340.0,-10.89682908
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1345.0,-10.89340747
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1350.0,-10.88999517
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1355.0,-10.88659214
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1360.0,-10.88319834
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1365.0,-10.87981371
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1370.0,-10.87643823
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1375.0,-10.87307183
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1380.0,-10.86971449
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1385.0,-10.86636616
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1390.0,-10.86302679
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1395.0,-10.85969634
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1400.0,-10.85637478
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1405.0,-10.85306206
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1410.0,-10.84975813
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1415.0,-10.84646296
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1420.0,-10.84317651
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1425.0,-10.83989874
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1430.0,-10.83662959
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1435.0,-10.83336905
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1440.0,-10.83011705
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1445.0,-10.82687357
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1450.0,-10.82363857
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1455.0,-10.82041199
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1460.0,-10.81719382
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1465.0,-10.81398399
2.0,22.60895136,-0.400390625,1.1972405000000002,0.620078731,83.87988921,1470.0,-10.81078249
