1.5735294119999998 18.54869726 -0.23 1.3595404830000002 0.820010419 84.37750464 735.0 -11.85997448
1.62 17.35595912 -0.264423077 1.336364536 0.803598715 85.27547145 745.0 -11.53528126
1.5735294119999998 18.54869726 -0.23 1.3595404830000002 0.820010419 84.37750464 855.0 -11.68364519
1.6875 15.51457956 -0.393939394 1.262314605 0.5 84.3436191 875.0 -11.101333534087932
2.06 20.01780488 -0.36637931 1.3896769690000002 0.769470978 86.79573993 805.0 -11.53334517
1.8 6.561576 -0.5 1.3779050309999998 0.763230027 85.72100355 790.0 -11.407767781975444
2.375 12.107088 -0.546666667 1.307292369 0.546490491 87.34499943 760.0 -11.218394979098688
2.375 12.107088 -0.546666667 1.307292369 0.546490491 87.34499943 840.0 -11.124837457680709
1.5735294119999998 18.54869726 -0.23 1.3595404830000002 0.820010419 84.37750464 755.0 -11.8288736
2.0 22.60895136 -0.400390625 1.1972405000000002 0.620078731 83.87988921 905.0 -11.23551333
2.0 22.60895136 -0.400390625 1.1972405000000002 0.620078731 83.87988921 720.0 -11.40812141
1.6875 15.51457956 -0.393939394 1.262314605 0.5 85.19452266 710.0 -11.339469842352504
1.6875 15.51457956 -0.393939394 1.262314605 0.5 85.19452266 725.0 -11.31202298451069
2.0 22.60895136 -0.400390625 1.1972405000000002 0.620078731 83.87988921 750.0 -11.37891801
1.8 6.561576 -0.5 1.3779050309999998 0.763230027 85.72100355 970.0 -11.244816116379129
1.6875 15.51457956 -0.393939394 1.262314605 0.5 84.3436191 905.0 -11.05106359788235
2.375 12.107088 -0.546666667 1.307292369 0.546490491 87.34499943 985.0 -10.97323891298436
1.62 17.35595912 -0.264423077 1.336364536 0.803598715 85.27547145 815.0 -11.44736273
1.62 17.35595912 -0.264423077 1.336364536 0.803598715 85.27547145 710.0 -11.58189834
2.06 20.01780488 -0.36637931 1.3896769690000002 0.769470978 86.79573993 715.0 -11.66350624
1.62 17.35595912 -0.264423077 1.336364536 0.803598715 85.27547145 780.0 -11.49048013
1.8 6.561576 -0.5 1.3779050309999998 0.763230027 85.72100355 705.0 -11.496678507576734
1.6875 15.51457956 -0.393939394 1.262314605 0.5 85.19452266 965.0 -10.953118742737615
1.6875 15.51457956 -0.393939394 1.262314605 0.5 84.3436191 975.0 -10.942374965484792
1.6875 15.51457956 -0.393939394 1.262314605 0.5 85.19452266 905.0 -11.03121907078168
1.62 17.35595912 -0.264423077 1.336364536 0.803598715 85.27547145 980.0 -11.26349966
1.62 17.35595912 -0.264423077 1.336364536 0.803598715 85.27547145 860.0 -11.39421029
2.375 12.107088 -0.546666667 1.307292369 0.546490491 87.34499943 945.0 -11.013007567790282
2.0 22.60895136 -0.400390625 1.1972405000000002 0.620078731 83.87988921 995.0 -11.15809227
